,gfp_copy,codon,bind_rate,ATA_charged,ATA_uncharged,GFP,TTT_charged,TTT_uncharged,__GFP_rbs,__cellularProtein_rbs,cellularProtein,free ribosome,cellularProtein_max,cellularProtein_norm
128,20,0.3,10000.0,610.6666666666666,139.33333333333334,377.0,1527.0,223.0,20.0,100.0,9538.0,463.3333333333333,9679.0,0.985432379378035
129,20,0.3,30000.0,446.0,304.0,945.3333333333334,1270.0,480.0,19.666666666666668,98.33333333333333,23587.0,386.0,23751.0,0.9930950275777862
130,20,0.3,100000.0,209.66666666666666,540.3333333333334,1553.0,985.3333333333334,764.6666666666666,20.0,97.33333333333333,38191.333333333336,181.33333333333334,38726.0,0.9861935994766652
131,20,0.3,300000.0,181.66666666666666,568.3333333333334,1704.0,883.6666666666666,866.3333333333334,20.0,94.33333333333333,42086.0,68.33333333333333,42851.0,0.982147441133229
132,20,0.5,1000.0,740.3333333333334,9.666666666666666,49.666666666666664,1732.0,18.0,20.0,100.0,1024.0,497.3333333333333,1057.3333333333333,0.9684741488020178
133,20,0.5,3000.0,705.6666666666666,44.333333333333336,120.33333333333333,1679.3333333333333,70.66666666666667,20.0,100.0,3023.3333333333335,491.0,3057.6666666666665,0.9887713943093863
134,20,0.5,10000.0,622.3333333333334,127.66666666666667,383.3333333333333,1555.6666666666667,194.33333333333334,20.0,99.66666666666667,9606.666666666666,465.6666666666667,9624.666666666666,0.9981298053612246
135,20,0.5,30000.0,400.3333333333333,349.6666666666667,943.6666666666666,1261.6666666666667,488.3333333333333,20.0,98.33333333333333,23618.666666666668,373.0,23751.0,0.9944283047731324
136,20,0.5,100000.0,223.33333333333334,526.6666666666666,1536.0,1002.6666666666666,747.3333333333334,20.0,97.33333333333333,38293.0,198.0,38761.0,0.9879260081009262
137,20,0.5,300000.0,185.66666666666666,564.3333333333334,1726.3333333333333,886.6666666666666,863.3333333333334,19.666666666666668,96.33333333333333,42268.333333333336,58.0,42853.333333333336,0.9863487865588052
138,20,0.7,1000.0,739.0,11.0,46.0,1729.6666666666667,20.333333333333332,20.0,100.0,1035.0,497.6666666666667,1058.3333333333333,0.9779527559055119
139,20,0.7,3000.0,702.6666666666666,47.333333333333336,118.33333333333333,1669.0,81.0,20.0,100.0,3054.0,489.3333333333333,3082.3333333333335,0.9908078295663458
140,20,0.7,10000.0,620.3333333333334,129.66666666666666,371.6666666666667,1540.3333333333333,209.66666666666666,20.0,99.66666666666667,9623.0,465.0,9628.0,0.9994806813460739
141,20,0.7,30000.0,418.0,332.0,949.3333333333334,1240.6666666666667,509.3333333333333,20.0,97.66666666666667,23590.666666666668,381.3333333333333,23731.666666666668,0.9940585715288995
142,20,0.7,100000.0,230.33333333333334,519.6666666666666,1540.6666666666667,954.0,796.0,20.0,98.0,38439.0,185.33333333333334,38732.333333333336,0.9924266547329105
143,20,0.7,300000.0,165.0,585.0,1724.0,896.3333333333334,853.6666666666666,19.666666666666668,97.0,42472.0,61.666666666666664,42855.0,0.9910628864776572
144,20,0.9,1000.0,732.0,18.0,42.666666666666664,1719.0,31.0,20.0,99.66666666666667,1014.3333333333334,495.3333333333333,1067.6666666666667,0.9500468310958476
145,20,0.9,3000.0,719.6666666666666,30.333333333333332,120.33333333333333,1697.6666666666667,52.333333333333336,20.0,99.66666666666667,3027.0,492.6666666666667,3046.0,0.9937623112278398
146,20,0.9,10000.0,617.3333333333334,132.66666666666666,373.0,1527.6666666666667,222.33333333333334,20.0,100.0,9614.0,462.3333333333333,9656.666666666666,0.9955816361753539
147,20,0.9,30000.0,433.0,317.0,941.0,1258.0,492.0,20.0,99.0,23674.666666666668,386.6666666666667,23755.666666666668,0.9965902872297137
148,20,0.9,100000.0,224.33333333333334,525.6666666666666,1564.0,938.6666666666666,811.3333333333334,20.0,97.66666666666667,38554.666666666664,187.33333333333334,38736.666666666664,0.9953016091558385
149,20,0.9,300000.0,180.66666666666666,569.3333333333334,1749.6666666666667,888.0,862.0,20.0,96.66666666666667,42668.333333333336,71.0,42848.666666666664,0.9957913898526599
150,40,0.1,1000.0,733.6666666666666,16.333333333333332,172.0,1721.0,29.0,39.666666666666664,100.0,1006.6666666666666,496.0,1057.3333333333333,0.9520807061790668
151,40,0.1,3000.0,705.3333333333334,44.666666666666664,488.6666666666667,1700.0,50.0,40.0,100.0,3040.6666666666665,489.6666666666667,3040.6666666666665,1.0
152,40,0.1,10000.0,593.6666666666666,156.33333333333334,1509.6666666666667,1550.0,200.0,40.0,99.33333333333333,9517.0,460.0,9653.333333333334,0.9858770718232044
153,40,0.1,30000.0,395.3333333333333,354.6666666666667,3676.6666666666665,1268.3333333333333,481.6666666666667,40.0,99.0,23160.333333333332,372.3333333333333,23802.666666666668,0.973014228097692
154,40,0.1,100000.0,220.0,530.0,5766.666666666667,1039.0,711.0,39.666666666666664,98.33333333333333,35993.666666666664,184.0,38727.666666666664,0.9294044739763992
