,species,protein,codon_comp,tRNA_prop,tRNA_charging_rate
49116,__proteinX_rbs,95.4,45,52,10000.0
49117,__ribosome,20.8,45,52,10000.0
49118,proteinX,19627.4,45,52,10000.0
49119,ATA_charged,47.4,46,52,10000.0
49120,ATA_uncharged,0.6,46,52,10000.0
49121,TTT_charged,51.2,46,52,10000.0
49122,TTT_uncharged,0.8,46,52,10000.0
49123,__proteinX_rbs,94.2,46,52,10000.0
49124,__ribosome,22.4,46,52,10000.0
49125,proteinX,19656.2,46,52,10000.0
49126,ATA_charged,47.4,47,52,10000.0
49127,ATA_uncharged,0.6,47,52,10000.0
49128,TTT_charged,51.8,47,52,10000.0
49129,TTT_uncharged,0.2,47,52,10000.0
49130,__proteinX_rbs,95.4,47,52,10000.0
49131,__ribosome,22.0,47,52,10000.0
49132,proteinX,19655.0,47,52,10000.0
49133,ATA_charged,47.8,48,52,10000.0
49134,ATA_uncharged,0.2,48,52,10000.0
49135,TTT_charged,51.6,48,52,10000.0
49136,TTT_uncharged,0.4,48,52,10000.0
49137,__proteinX_rbs,95.2,48,52,10000.0
49138,__ribosome,21.8,48,52,10000.0
49139,proteinX,19683.8,48,52,10000.0
49140,ATA_charged,47.6,49,52,10000.0
49141,ATA_uncharged,0.4,49,52,10000.0
49142,TTT_charged,51.6,49,52,10000.0
49143,TTT_uncharged,0.4,49,52,10000.0
49144,__proteinX_rbs,93.2,49,52,10000.0
49145,__ribosome,21.0,49,52,10000.0
49146,proteinX,19693.0,49,52,10000.0
49147,ATA_charged,47.4,50,52,10000.0
49148,ATA_uncharged,0.6,50,52,10000.0
49149,TTT_charged,51.6,50,52,10000.0
49150,TTT_uncharged,0.4,50,52,10000.0
49151,__proteinX_rbs,94.6,50,52,10000.0
49152,__ribosome,18.6,50,52,10000.0
49153,proteinX,19696.8,50,52,10000.0
49154,ATA_charged,47.8,51,52,10000.0
49155,ATA_uncharged,0.2,51,52,10000.0
49156,TTT_charged,51.6,51,52,10000.0
49157,TTT_uncharged,0.4,51,52,10000.0
49158,__proteinX_rbs,94.8,51,52,10000.0
49159,__ribosome,17.8,51,52,10000.0
49160,proteinX,19712.8,51,52,10000.0
49161,ATA_charged,48.0,52,52,10000.0
49162,ATA_uncharged,0.0,52,52,10000.0
49163,TTT_charged,51.4,52,52,10000.0
49164,TTT_uncharged,0.6,52,52,10000.0
49165,__proteinX_rbs,95.4,52,52,10000.0
49166,__ribosome,21.8,52,52,10000.0
49167,proteinX,19698.2,52,52,10000.0
49168,ATA_charged,47.75,53,52,10000.0
49169,ATA_uncharged,0.25,53,52,10000.0
49170,TTT_charged,51.75,53,52,10000.0
49171,TTT_uncharged,0.25,53,52,10000.0
49172,__proteinX_rbs,97.0,53,52,10000.0
49173,__ribosome,22.5,53,52,10000.0
49174,proteinX,19724.5,53,52,10000.0
49175,ATA_charged,47.6,54,52,10000.0
49176,ATA_uncharged,0.4,54,52,10000.0
49177,TTT_charged,51.2,54,52,10000.0
49178,TTT_uncharged,0.8,54,52,10000.0
49179,__proteinX_rbs,97.0,54,52,10000.0
49180,__ribosome,21.4,54,52,10000.0
49181,proteinX,19756.2,54,52,10000.0
49182,ATA_charged,47.5,55,52,10000.0
49183,ATA_uncharged,0.5,55,52,10000.0
49184,TTT_charged,51.75,55,52,10000.0
49185,TTT_uncharged,0.25,55,52,10000.0
49186,__proteinX_rbs,96.0,55,52,10000.0
49187,__ribosome,17.0,55,52,10000.0
49188,proteinX,19760.25,55,52,10000.0
49189,ATA_charged,47.2,56,52,10000.0
49190,ATA_uncharged,0.8,56,52,10000.0
49191,TTT_charged,51.4,56,52,10000.0
49192,TTT_uncharged,0.6,56,52,10000.0
49193,__proteinX_rbs,95.8,56,52,10000.0
49194,__ribosome,20.4,56,52,10000.0
49195,proteinX,19769.2,56,52,10000.0
49196,ATA_charged,47.8,59,52,10000.0
49197,ATA_uncharged,0.2,59,52,10000.0
49198,TTT_charged,51.2,59,52,10000.0
49199,TTT_uncharged,0.8,59,52,10000.0
49200,__proteinX_rbs,96.6,59,52,10000.0
49201,__ribosome,21.2,59,52,10000.0
49202,proteinX,19811.6,59,52,10000.0
49203,ATA_charged,47.4,60,52,10000.0
49204,ATA_uncharged,0.6,60,52,10000.0
49205,TTT_charged,51.6,60,52,10000.0
49206,TTT_uncharged,0.4,60,52,10000.0
49207,__proteinX_rbs,94.8,60,52,10000.0
49208,__ribosome,22.0,60,52,10000.0
49209,proteinX,19822.0,60,52,10000.0
49210,ATA_charged,47.4,61,52,10000.0
49211,ATA_uncharged,0.6,61,52,10000.0
49212,TTT_charged,51.6,61,52,10000.0
49213,TTT_uncharged,0.4,61,52,10000.0
49214,__proteinX_rbs,95.2,61,52,10000.0
49215,__ribosome,21.6,61,52,10000.0
49216,proteinX,19839.4,61,52,10000.0
49217,ATA_charged,47.6,62,52,10000.0
49218,ATA_uncharged,0.4,62,52,10000.0
49219,TTT_charged,51.8,62,52,10000.0
49220,TTT_uncharged,0.2,62,52,10000.0
49221,__proteinX_rbs,96.0,62,52,10000.0
49222,__ribosome,20.4,62,52,10000.0
49223,proteinX,19828.6,62,52,10000.0
49224,ATA_charged,47.2,63,52,10000.0
49225,ATA_uncharged,0.8,63,52,10000.0
49226,TTT_charged,51.8,63,52,10000.0
49227,TTT_uncharged,0.2,63,52,10000.0
49228,__proteinX_rbs,95.2,63,52,10000.0
49229,__ribosome,21.0,63,52,10000.0
49230,proteinX,19852.8,63,52,10000.0
49231,ATA_charged,47.8,64,52,10000.0
49232,ATA_uncharged,0.2,64,52,10000.0
49233,TTT_charged,50.6,64,52,10000.0
49234,TTT_uncharged,1.4,64,52,10000.0
49235,__proteinX_rbs,95.2,64,52,10000.0
49236,__ribosome,20.0,64,52,10000.0
49237,proteinX,19867.4,64,52,10000.0
49238,ATA_charged,47.6,65,52,10000.0
49239,ATA_uncharged,0.4,65,52,10000.0
49240,TTT_charged,51.0,65,52,10000.0
49241,TTT_uncharged,1.0,65,52,10000.0
49242,__proteinX_rbs,94.8,65,52,10000.0
49243,__ribosome,17.2,65,52,10000.0
49244,proteinX,19876.8,65,52,10000.0
49245,ATA_charged,47.4,66,52,10000.0
49246,ATA_uncharged,0.6,66,52,10000.0
49247,TTT_charged,51.6,66,52,10000.0
49248,TTT_uncharged,0.4,66,52,10000.0
49249,__proteinX_rbs,96.6,66,52,10000.0
49250,__ribosome,20.4,66,52,10000.0
49251,proteinX,19899.4,66,52,10000.0
49252,ATA_charged,47.8,67,52,10000.0
49253,ATA_uncharged,0.2,67,52,10000.0
49254,TTT_charged,51.4,67,52,10000.0
49255,TTT_uncharged,0.6,67,52,10000.0
49256,__proteinX_rbs,95.4,67,52,10000.0
49257,__ribosome,18.8,67,52,10000.0
49258,proteinX,19891.6,67,52,10000.0
49259,ATA_charged,47.6,68,52,10000.0
49260,ATA_uncharged,0.4,68,52,10000.0
49261,TTT_charged,51.8,68,52,10000.0
49262,TTT_uncharged,0.2,68,52,10000.0
49263,__proteinX_rbs,95.2,68,52,10000.0
49264,__ribosome,19.8,68,52,10000.0
49265,proteinX,19917.4,68,52,10000.0
49266,ATA_charged,47.4,69,52,10000.0
49267,ATA_uncharged,0.6,69,52,10000.0
49268,TTT_charged,51.4,69,52,10000.0
49269,TTT_uncharged,0.6,69,52,10000.0
49270,__proteinX_rbs,96.8,69,52,10000.0
49271,__ribosome,20.2,69,52,10000.0
49272,proteinX,19911.2,69,52,10000.0
49273,ATA_charged,47.8,70,52,10000.0
49274,ATA_uncharged,0.2,70,52,10000.0
49275,TTT_charged,51.6,70,52,10000.0
49276,TTT_uncharged,0.4,70,52,10000.0
49277,__proteinX_rbs,94.6,70,52,10000.0
49278,__ribosome,20.8,70,52,10000.0
49279,proteinX,19957.8,70,52,10000.0
49280,ATA_charged,47.6,72,52,10000.0
49281,ATA_uncharged,0.4,72,52,10000.0
49282,TTT_charged,51.2,72,52,10000.0
49283,TTT_uncharged,0.8,72,52,10000.0
49284,__proteinX_rbs,95.0,72,52,10000.0
49285,__ribosome,18.6,72,52,10000.0
49286,proteinX,19964.8,72,52,10000.0
49287,ATA_charged,47.8,73,52,10000.0
49288,ATA_uncharged,0.2,73,52,10000.0
49289,TTT_charged,51.2,73,52,10000.0
49290,TTT_uncharged,0.8,73,52,10000.0
49291,__proteinX_rbs,95.0,73,52,10000.0
49292,__ribosome,19.4,73,52,10000.0
49293,proteinX,19982.2,73,52,10000.0
49294,ATA_charged,48.0,74,52,10000.0
49295,ATA_uncharged,0.0,74,52,10000.0
49296,TTT_charged,51.2,74,52,10000.0
49297,TTT_uncharged,0.8,74,52,10000.0
49298,__proteinX_rbs,94.2,74,52,10000.0
49299,__ribosome,20.8,74,52,10000.0
49300,proteinX,20011.0,74,52,10000.0
49301,ATA_charged,47.75,75,52,10000.0
49302,ATA_uncharged,0.25,75,52,10000.0
49303,TTT_charged,51.5,75,52,10000.0
49304,TTT_uncharged,0.5,75,52,10000.0
49305,__proteinX_rbs,93.5,75,52,10000.0
49306,__ribosome,19.0,75,52,10000.0
49307,proteinX,20005.5,75,52,10000.0
49308,ATA_charged,47.8,76,52,10000.0
49309,ATA_uncharged,0.2,76,52,10000.0
49310,TTT_charged,51.0,76,52,10000.0
49311,TTT_uncharged,1.0,76,52,10000.0
49312,__proteinX_rbs,96.0,76,52,10000.0
49313,__ribosome,21.2,76,52,10000.0
49314,proteinX,20042.8,76,52,10000.0
49315,ATA_charged,48.0,77,52,10000.0
49316,ATA_uncharged,0.0,77,52,10000.0
49317,TTT_charged,51.4,77,52,10000.0
49318,TTT_uncharged,0.6,77,52,10000.0
49319,__proteinX_rbs,95.0,77,52,10000.0
49320,__ribosome,22.2,77,52,10000.0
49321,proteinX,20016.8,77,52,10000.0
49322,ATA_charged,47.8,78,52,10000.0
49323,ATA_uncharged,0.2,78,52,10000.0
49324,TTT_charged,51.2,78,52,10000.0
49325,TTT_uncharged,0.8,78,52,10000.0
49326,__proteinX_rbs,93.4,78,52,10000.0
49327,__ribosome,22.2,78,52,10000.0
49328,proteinX,20032.6,78,52,10000.0
49329,ATA_charged,47.8,79,52,10000.0
49330,ATA_uncharged,0.2,79,52,10000.0
49331,TTT_charged,51.0,79,52,10000.0
49332,TTT_uncharged,1.0,79,52,10000.0
49333,__proteinX_rbs,93.6,79,52,10000.0
49334,__ribosome,19.2,79,52,10000.0
49335,proteinX,20065.4,79,52,10000.0
49336,ATA_charged,48.0,80,52,10000.0
49337,ATA_uncharged,0.0,80,52,10000.0
49338,TTT_charged,51.2,80,52,10000.0
49339,TTT_uncharged,0.8,80,52,10000.0
49340,__proteinX_rbs,95.2,80,52,10000.0
49341,__ribosome,20.2,80,52,10000.0
49342,proteinX,20082.2,80,52,10000.0
49343,ATA_charged,47.75,81,52,10000.0
49344,ATA_uncharged,0.25,81,52,10000.0
49345,TTT_charged,51.0,81,52,10000.0
49346,TTT_uncharged,1.0,81,52,10000.0
49347,__proteinX_rbs,97.25,81,52,10000.0
49348,__ribosome,18.5,81,52,10000.0
49349,proteinX,20077.5,81,52,10000.0
49350,ATA_charged,47.8,82,52,10000.0
49351,ATA_uncharged,0.2,82,52,10000.0
49352,TTT_charged,51.2,82,52,10000.0
49353,TTT_uncharged,0.8,82,52,10000.0
49354,__proteinX_rbs,95.2,82,52,10000.0
49355,__ribosome,18.0,82,52,10000.0
49356,proteinX,20093.6,82,52,10000.0
49357,ATA_charged,48.0,83,52,10000.0
49358,ATA_uncharged,0.0,83,52,10000.0
49359,TTT_charged,51.2,83,52,10000.0
49360,TTT_uncharged,0.8,83,52,10000.0
49361,__proteinX_rbs,94.8,83,52,10000.0
49362,__ribosome,18.4,83,52,10000.0
49363,proteinX,20102.4,83,52,10000.0
49364,ATA_charged,47.6,84,52,10000.0
49365,ATA_uncharged,0.4,84,52,10000.0
49366,TTT_charged,51.2,84,52,10000.0
49367,TTT_uncharged,0.8,84,52,10000.0
49368,__proteinX_rbs,94.8,84,52,10000.0
49369,__ribosome,22.8,84,52,10000.0
49370,proteinX,20124.2,84,52,10000.0
49371,ATA_charged,48.0,85,52,10000.0
49372,ATA_uncharged,0.0,85,52,10000.0
49373,TTT_charged,51.0,85,52,10000.0
49374,TTT_uncharged,1.0,85,52,10000.0
49375,__proteinX_rbs,96.2,85,52,10000.0
49376,__ribosome,20.0,85,52,10000.0
49377,proteinX,20098.8,85,52,10000.0
49378,ATA_charged,47.8,86,52,10000.0
49379,ATA_uncharged,0.2,86,52,10000.0
49380,TTT_charged,50.8,86,52,10000.0
49381,TTT_uncharged,1.2,86,52,10000.0
49382,__proteinX_rbs,95.0,86,52,10000.0
49383,__ribosome,21.2,86,52,10000.0
49384,proteinX,20146.4,86,52,10000.0
49385,ATA_charged,47.8,87,52,10000.0
49386,ATA_uncharged,0.2,87,52,10000.0
49387,TTT_charged,51.2,87,52,10000.0
49388,TTT_uncharged,0.8,87,52,10000.0
49389,__proteinX_rbs,94.0,87,52,10000.0
49390,__ribosome,22.8,87,52,10000.0
49391,proteinX,20140.4,87,52,10000.0
49392,ATA_charged,48.0,88,52,10000.0
49393,ATA_uncharged,0.0,88,52,10000.0
49394,TTT_charged,51.4,88,52,10000.0
49395,TTT_uncharged,0.6,88,52,10000.0
49396,__proteinX_rbs,94.6,88,52,10000.0
49397,__ribosome,23.4,88,52,10000.0
49398,proteinX,20138.2,88,52,10000.0
49399,ATA_charged,47.6,89,52,10000.0
49400,ATA_uncharged,0.4,89,52,10000.0
49401,TTT_charged,51.4,89,52,10000.0
49402,TTT_uncharged,0.6,89,52,10000.0
49403,__proteinX_rbs,95.6,89,52,10000.0
49404,__ribosome,24.6,89,52,10000.0
49405,proteinX,20161.8,89,52,10000.0
49406,ATA_charged,48.0,90,52,10000.0
49407,ATA_uncharged,0.0,90,52,10000.0
49408,TTT_charged,50.6,90,52,10000.0
49409,TTT_uncharged,1.4,90,52,10000.0
49410,__proteinX_rbs,97.2,90,52,10000.0
49411,__ribosome,21.4,90,52,10000.0
49412,proteinX,20175.4,90,52,10000.0
49413,ATA_charged,47.8,91,52,10000.0
49414,ATA_uncharged,0.2,91,52,10000.0
49415,TTT_charged,50.8,91,52,10000.0
49416,TTT_uncharged,1.2,91,52,10000.0
49417,__proteinX_rbs,95.8,91,52,10000.0
49418,__ribosome,19.2,91,52,10000.0
49419,proteinX,20178.8,91,52,10000.0
49420,ATA_charged,48.0,92,52,10000.0
49421,ATA_uncharged,0.0,92,52,10000.0
49422,TTT_charged,51.0,92,52,10000.0
49423,TTT_uncharged,1.0,92,52,10000.0
49424,__proteinX_rbs,95.6,92,52,10000.0
49425,__ribosome,22.2,92,52,10000.0
49426,proteinX,20195.0,92,52,10000.0
49427,ATA_charged,48.0,93,52,10000.0
49428,ATA_uncharged,0.0,93,52,10000.0
49429,TTT_charged,50.8,93,52,10000.0
49430,TTT_uncharged,1.2,93,52,10000.0
49431,__proteinX_rbs,95.4,93,52,10000.0
49432,__ribosome,20.6,93,52,10000.0
49433,proteinX,20200.2,93,52,10000.0
49434,ATA_charged,48.0,94,52,10000.0
49435,ATA_uncharged,0.0,94,52,10000.0
49436,TTT_charged,51.0,94,52,10000.0
49437,TTT_uncharged,1.0,94,52,10000.0
49438,__proteinX_rbs,97.0,94,52,10000.0
49439,__ribosome,21.4,94,52,10000.0
49440,proteinX,20228.6,94,52,10000.0
49441,ATA_charged,48.0,95,52,10000.0
49442,ATA_uncharged,0.0,95,52,10000.0
49443,TTT_charged,51.2,95,52,10000.0
49444,TTT_uncharged,0.8,95,52,10000.0
49445,__proteinX_rbs,95.8,95,52,10000.0
49446,__ribosome,19.2,95,52,10000.0
49447,proteinX,20235.0,95,52,10000.0
49448,ATA_charged,48.0,96,52,10000.0
49449,ATA_uncharged,0.0,96,52,10000.0
49450,TTT_charged,51.0,96,52,10000.0
49451,TTT_uncharged,1.0,96,52,10000.0
49452,__proteinX_rbs,95.6,96,52,10000.0
49453,__ribosome,17.4,96,52,10000.0
49454,proteinX,20248.6,96,52,10000.0
49455,ATA_charged,48.0,97,52,10000.0
49456,ATA_uncharged,0.0,97,52,10000.0
49457,TTT_charged,51.4,97,52,10000.0
49458,TTT_uncharged,0.6,97,52,10000.0
49459,__proteinX_rbs,94.6,97,52,10000.0
49460,__ribosome,21.2,97,52,10000.0
49461,proteinX,20243.0,97,52,10000.0
49462,ATA_charged,48.0,98,52,10000.0
49463,ATA_uncharged,0.0,98,52,10000.0
49464,TTT_charged,51.2,98,52,10000.0
49465,TTT_uncharged,0.8,98,52,10000.0
49466,__proteinX_rbs,94.6,98,52,10000.0
49467,__ribosome,22.0,98,52,10000.0
49468,proteinX,20251.0,98,52,10000.0
49469,ATA_charged,48.0,99,52,10000.0
49470,ATA_uncharged,0.0,99,52,10000.0
49471,TTT_charged,51.0,99,52,10000.0
49472,TTT_uncharged,1.0,99,52,10000.0
49473,__proteinX_rbs,95.2,99,52,10000.0
49474,__ribosome,20.4,99,52,10000.0
49475,proteinX,20255.8,99,52,10000.0
49476,ATA_charged,44.2,1,55,10000.0
49477,ATA_uncharged,0.8,1,55,10000.0
49478,TTT_charged,55.0,1,55,10000.0
49479,TTT_uncharged,0.0,1,55,10000.0
49480,__proteinX_rbs,94.2,1,55,10000.0
49481,__ribosome,17.4,1,55,10000.0
49482,proteinX,18063.8,1,55,10000.0
49483,ATA_charged,44.2,2,55,10000.0
49484,ATA_uncharged,0.8,2,55,10000.0
49485,TTT_charged,55.0,2,55,10000.0
49486,TTT_uncharged,0.0,2,55,10000.0
49487,__proteinX_rbs,96.4,2,55,10000.0
49488,__ribosome,18.6,2,55,10000.0
49489,proteinX,18111.4,2,55,10000.0
49490,ATA_charged,44.0,3,55,10000.0
49491,ATA_uncharged,1.0,3,55,10000.0
49492,TTT_charged,55.0,3,55,10000.0
49493,TTT_uncharged,0.0,3,55,10000.0
49494,__proteinX_rbs,95.0,3,55,10000.0
49495,__ribosome,16.2,3,55,10000.0
49496,proteinX,18140.0,3,55,10000.0
49497,ATA_charged,44.0,4,55,10000.0
49498,ATA_uncharged,1.0,4,55,10000.0
49499,TTT_charged,55.0,4,55,10000.0
49500,TTT_uncharged,0.0,4,55,10000.0
49501,__proteinX_rbs,95.4,4,55,10000.0
49502,__ribosome,20.2,4,55,10000.0
49503,proteinX,18182.2,4,55,10000.0
49504,ATA_charged,44.5,5,55,10000.0
49505,ATA_uncharged,0.5,5,55,10000.0
49506,TTT_charged,54.75,5,55,10000.0
49507,TTT_uncharged,0.25,5,55,10000.0
49508,__proteinX_rbs,94.75,5,55,10000.0
49509,__ribosome,18.75,5,55,10000.0
49510,proteinX,18190.5,5,55,10000.0
49511,ATA_charged,44.4,6,55,10000.0
49512,ATA_uncharged,0.6,6,55,10000.0
49513,TTT_charged,55.0,6,55,10000.0
49514,TTT_uncharged,0.0,6,55,10000.0
49515,__proteinX_rbs,94.0,6,55,10000.0
49516,__ribosome,19.6,6,55,10000.0
49517,proteinX,18204.4,6,55,10000.0
49518,ATA_charged,44.0,7,55,10000.0
49519,ATA_uncharged,1.0,7,55,10000.0
49520,TTT_charged,55.0,7,55,10000.0
49521,TTT_uncharged,0.0,7,55,10000.0
49522,__proteinX_rbs,95.75,7,55,10000.0
49523,__ribosome,17.75,7,55,10000.0
49524,proteinX,18251.25,7,55,10000.0
49525,ATA_charged,44.4,8,55,10000.0
49526,ATA_uncharged,0.6,8,55,10000.0
49527,TTT_charged,55.0,8,55,10000.0
49528,TTT_uncharged,0.0,8,55,10000.0
49529,__proteinX_rbs,96.0,8,55,10000.0
49530,__ribosome,19.0,8,55,10000.0
49531,proteinX,18284.8,8,55,10000.0
49532,ATA_charged,44.0,9,55,10000.0
49533,ATA_uncharged,1.0,9,55,10000.0
49534,TTT_charged,55.0,9,55,10000.0
49535,TTT_uncharged,0.0,9,55,10000.0
49536,__proteinX_rbs,96.0,9,55,10000.0
49537,__ribosome,20.6,9,55,10000.0
49538,proteinX,18308.0,9,55,10000.0
49539,ATA_charged,43.8,10,55,10000.0
49540,ATA_uncharged,1.2,10,55,10000.0
49541,TTT_charged,54.8,10,55,10000.0
49542,TTT_uncharged,0.2,10,55,10000.0
49543,__proteinX_rbs,94.8,10,55,10000.0
49544,__ribosome,16.8,10,55,10000.0
49545,proteinX,18341.4,10,55,10000.0
49546,ATA_charged,43.6,11,55,10000.0
49547,ATA_uncharged,1.4,11,55,10000.0
49548,TTT_charged,55.0,11,55,10000.0
49549,TTT_uncharged,0.0,11,55,10000.0
49550,__proteinX_rbs,94.6,11,55,10000.0
49551,__ribosome,16.0,11,55,10000.0
49552,proteinX,18347.4,11,55,10000.0
49553,ATA_charged,44.2,12,55,10000.0
49554,ATA_uncharged,0.8,12,55,10000.0
49555,TTT_charged,54.8,12,55,10000.0
49556,TTT_uncharged,0.2,12,55,10000.0
49557,__proteinX_rbs,95.0,12,55,10000.0
49558,__ribosome,20.6,12,55,10000.0
49559,proteinX,18392.4,12,55,10000.0
49560,ATA_charged,44.0,13,55,10000.0
49561,ATA_uncharged,1.0,13,55,10000.0
49562,TTT_charged,55.0,13,55,10000.0
49563,TTT_uncharged,0.0,13,55,10000.0
49564,__proteinX_rbs,95.4,13,55,10000.0
49565,__ribosome,19.2,13,55,10000.0
49566,proteinX,18428.0,13,55,10000.0
49567,ATA_charged,44.2,14,55,10000.0
49568,ATA_uncharged,0.8,14,55,10000.0
49569,TTT_charged,55.0,14,55,10000.0
49570,TTT_uncharged,0.0,14,55,10000.0
49571,__proteinX_rbs,95.0,14,55,10000.0
49572,__ribosome,19.2,14,55,10000.0
49573,proteinX,18448.6,14,55,10000.0
49574,ATA_charged,44.0,15,55,10000.0
49575,ATA_uncharged,1.0,15,55,10000.0
49576,TTT_charged,55.0,15,55,10000.0
49577,TTT_uncharged,0.0,15,55,10000.0
49578,__proteinX_rbs,95.8,15,55,10000.0
49579,__ribosome,18.0,15,55,10000.0
49580,proteinX,18482.4,15,55,10000.0
49581,ATA_charged,44.2,16,55,10000.0
49582,ATA_uncharged,0.8,16,55,10000.0
49583,TTT_charged,54.8,16,55,10000.0
49584,TTT_uncharged,0.2,16,55,10000.0
49585,__proteinX_rbs,93.4,16,55,10000.0
49586,__ribosome,16.8,16,55,10000.0
49587,proteinX,18522.0,16,55,10000.0
49588,ATA_charged,44.2,17,55,10000.0
49589,ATA_uncharged,0.8,17,55,10000.0
49590,TTT_charged,55.0,17,55,10000.0
49591,TTT_uncharged,0.0,17,55,10000.0
49592,__proteinX_rbs,95.2,17,55,10000.0
49593,__ribosome,21.4,17,55,10000.0
49594,proteinX,18558.0,17,55,10000.0
49595,ATA_charged,44.6,18,55,10000.0
49596,ATA_uncharged,0.4,18,55,10000.0
49597,TTT_charged,54.6,18,55,10000.0
49598,TTT_uncharged,0.4,18,55,10000.0
49599,__proteinX_rbs,95.4,18,55,10000.0
49600,__ribosome,20.4,18,55,10000.0
49601,proteinX,18588.2,18,55,10000.0
49602,ATA_charged,44.4,19,55,10000.0
49603,ATA_uncharged,0.6,19,55,10000.0
49604,TTT_charged,54.8,19,55,10000.0
49605,TTT_uncharged,0.2,19,55,10000.0
49606,__proteinX_rbs,94.2,19,55,10000.0
49607,__ribosome,22.6,19,55,10000.0
49608,proteinX,18605.8,19,55,10000.0
49609,ATA_charged,44.2,20,55,10000.0
49610,ATA_uncharged,0.8,20,55,10000.0
49611,TTT_charged,54.6,20,55,10000.0
49612,TTT_uncharged,0.4,20,55,10000.0
49613,__proteinX_rbs,94.0,20,55,10000.0
49614,__ribosome,17.8,20,55,10000.0
49615,proteinX,18644.2,20,55,10000.0
49616,ATA_charged,44.0,21,55,10000.0
49617,ATA_uncharged,1.0,21,55,10000.0
49618,TTT_charged,54.8,21,55,10000.0
49619,TTT_uncharged,0.2,21,55,10000.0
49620,__proteinX_rbs,95.2,21,55,10000.0
49621,__ribosome,18.4,21,55,10000.0
49622,proteinX,18677.0,21,55,10000.0
49623,ATA_charged,44.0,22,55,10000.0
49624,ATA_uncharged,1.0,22,55,10000.0
49625,TTT_charged,55.0,22,55,10000.0
49626,TTT_uncharged,0.0,22,55,10000.0
49627,__proteinX_rbs,94.6,22,55,10000.0
49628,__ribosome,19.6,22,55,10000.0
49629,proteinX,18674.0,22,55,10000.0
49630,ATA_charged,44.2,23,55,10000.0
49631,ATA_uncharged,0.8,23,55,10000.0
49632,TTT_charged,54.8,23,55,10000.0
49633,TTT_uncharged,0.2,23,55,10000.0
49634,__proteinX_rbs,94.6,23,55,10000.0
49635,__ribosome,23.0,23,55,10000.0
49636,proteinX,18722.0,23,55,10000.0
49637,ATA_charged,44.2,24,55,10000.0
49638,ATA_uncharged,0.8,24,55,10000.0
49639,TTT_charged,55.0,24,55,10000.0
49640,TTT_uncharged,0.0,24,55,10000.0
49641,__proteinX_rbs,95.2,24,55,10000.0
49642,__ribosome,19.6,24,55,10000.0
49643,proteinX,18759.8,24,55,10000.0
49644,ATA_charged,44.6,25,55,10000.0
49645,ATA_uncharged,0.4,25,55,10000.0
49646,TTT_charged,54.8,25,55,10000.0
49647,TTT_uncharged,0.2,25,55,10000.0
49648,__proteinX_rbs,96.6,25,55,10000.0
49649,__ribosome,17.8,25,55,10000.0
49650,proteinX,18799.0,25,55,10000.0
49651,ATA_charged,44.4,26,55,10000.0
49652,ATA_uncharged,0.6,26,55,10000.0
49653,TTT_charged,54.2,26,55,10000.0
49654,TTT_uncharged,0.8,26,55,10000.0
49655,__proteinX_rbs,97.2,26,55,10000.0
49656,__ribosome,23.0,26,55,10000.0
49657,proteinX,18814.0,26,55,10000.0
49658,ATA_charged,45.0,27,55,10000.0
49659,ATA_uncharged,0.0,27,55,10000.0
49660,TTT_charged,54.6,27,55,10000.0
49661,TTT_uncharged,0.4,27,55,10000.0
49662,__proteinX_rbs,96.4,27,55,10000.0
49663,__ribosome,20.0,27,55,10000.0
49664,proteinX,18842.4,27,55,10000.0
49665,ATA_charged,43.8,28,55,10000.0
49666,ATA_uncharged,1.2,28,55,10000.0
49667,TTT_charged,55.0,28,55,10000.0
49668,TTT_uncharged,0.0,28,55,10000.0
49669,__proteinX_rbs,95.0,28,55,10000.0
49670,__ribosome,19.6,28,55,10000.0
49671,proteinX,18869.4,28,55,10000.0
49672,ATA_charged,43.8,30,55,10000.0
49673,ATA_uncharged,1.2,30,55,10000.0
49674,TTT_charged,54.8,30,55,10000.0
49675,TTT_uncharged,0.2,30,55,10000.0
49676,__proteinX_rbs,95.4,30,55,10000.0
49677,__ribosome,17.2,30,55,10000.0
49678,proteinX,18933.6,30,55,10000.0
49679,ATA_charged,44.25,31,55,10000.0
49680,ATA_uncharged,0.75,31,55,10000.0
49681,TTT_charged,54.75,31,55,10000.0
49682,TTT_uncharged,0.25,31,55,10000.0
49683,__proteinX_rbs,95.75,31,55,10000.0
49684,__ribosome,19.5,31,55,10000.0
49685,proteinX,18973.75,31,55,10000.0
49686,ATA_charged,44.2,32,55,10000.0
49687,ATA_uncharged,0.8,32,55,10000.0
49688,TTT_charged,54.8,32,55,10000.0
49689,TTT_uncharged,0.2,32,55,10000.0
49690,__proteinX_rbs,94.6,32,55,10000.0
49691,__ribosome,17.2,32,55,10000.0
49692,proteinX,18996.4,32,55,10000.0
49693,ATA_charged,44.4,33,55,10000.0
49694,ATA_uncharged,0.6,33,55,10000.0
49695,TTT_charged,54.8,33,55,10000.0
49696,TTT_uncharged,0.2,33,55,10000.0
49697,__proteinX_rbs,96.6,33,55,10000.0
49698,__ribosome,21.0,33,55,10000.0
49699,proteinX,19042.4,33,55,10000.0
49700,ATA_charged,44.2,34,55,10000.0
49701,ATA_uncharged,0.8,34,55,10000.0
49702,TTT_charged,54.8,34,55,10000.0
49703,TTT_uncharged,0.2,34,55,10000.0
