,species,protein,codon_comp,tRNA_prop,tRNA_charging_rate
634,__proteinX_rbs,100.0,97,1,10.0
635,__ribosome,0.0,97,1,10.0
636,proteinX,0.0,97,1,10.0
637,ATA_charged,99.0,98,1,10.0
638,ATA_uncharged,0.0,98,1,10.0
639,TTT_charged,1.0,98,1,10.0
640,TTT_uncharged,0.0,98,1,10.0
641,__proteinX_rbs,100.0,98,1,10.0
642,__ribosome,0.0,98,1,10.0
643,proteinX,0.0,98,1,10.0
644,ATA_charged,99.0,99,1,10.0
645,ATA_uncharged,0.0,99,1,10.0
646,TTT_charged,1.0,99,1,10.0
647,TTT_uncharged,0.0,99,1,10.0
648,__proteinX_rbs,100.0,99,1,10.0
649,__ribosome,0.0,99,1,10.0
650,proteinX,0.0,99,1,10.0
651,ATA_charged,9.5,1,2,10.0
652,ATA_uncharged,88.5,1,2,10.0
653,TTT_charged,1.5,1,2,10.0
654,TTT_uncharged,0.5,1,2,10.0
655,__proteinX_rbs,94.5,1,2,10.0
656,__ribosome,3.25,1,2,10.0
657,proteinX,4383.75,1,2,10.0
658,ATA_charged,18.75,2,2,10.0
659,ATA_uncharged,79.25,2,2,10.0
660,TTT_charged,0.5,2,2,10.0
661,TTT_uncharged,1.5,2,2,10.0
662,__proteinX_rbs,80.0,2,2,10.0
663,__ribosome,7.25,2,2,10.0
664,proteinX,4029.0,2,2,10.0
665,ATA_charged,35.0,3,2,10.0
666,ATA_uncharged,63.0,3,2,10.0
667,TTT_charged,0.25,3,2,10.0
668,TTT_uncharged,1.75,3,2,10.0
669,__proteinX_rbs,77.5,3,2,10.0
670,__ribosome,2.75,3,2,10.0
671,proteinX,2881.75,3,2,10.0
672,ATA_charged,58.5,4,2,10.0
673,ATA_uncharged,39.5,4,2,10.0
674,TTT_charged,0.25,4,2,10.0
675,TTT_uncharged,1.75,4,2,10.0
676,__proteinX_rbs,81.75,4,2,10.0
677,__ribosome,3.0,4,2,10.0
678,proteinX,2186.75,4,2,10.0
679,ATA_charged,66.0,5,2,10.0
680,ATA_uncharged,32.0,5,2,10.0
681,TTT_charged,0.6666666666666666,5,2,10.0
682,TTT_uncharged,1.3333333333333333,5,2,10.0
683,__proteinX_rbs,83.66666666666667,5,2,10.0
684,__ribosome,2.3333333333333335,5,2,10.0
685,proteinX,1727.6666666666667,5,2,10.0
686,ATA_charged,71.0,6,2,10.0
687,ATA_uncharged,27.0,6,2,10.0
688,TTT_charged,0.3333333333333333,6,2,10.0
689,TTT_uncharged,1.6666666666666667,6,2,10.0
690,__proteinX_rbs,88.0,6,2,10.0
691,__ribosome,2.6666666666666665,6,2,10.0
692,proteinX,1450.3333333333333,6,2,10.0
693,ATA_charged,69.8,7,2,10.0
694,ATA_uncharged,28.2,7,2,10.0
695,TTT_charged,0.2,7,2,10.0
696,TTT_uncharged,1.8,7,2,10.0
697,__proteinX_rbs,86.8,7,2,10.0
698,__ribosome,1.6,7,2,10.0
699,proteinX,1234.8,7,2,10.0
700,ATA_charged,71.5,8,2,10.0
701,ATA_uncharged,26.5,8,2,10.0
702,TTT_charged,0.25,8,2,10.0
703,TTT_uncharged,1.75,8,2,10.0
704,__proteinX_rbs,88.25,8,2,10.0
705,__ribosome,1.0,8,2,10.0
706,proteinX,1073.5,8,2,10.0
707,ATA_charged,85.5,9,2,10.0
708,ATA_uncharged,12.5,9,2,10.0
709,TTT_charged,0.25,9,2,10.0
710,TTT_uncharged,1.75,9,2,10.0
711,__proteinX_rbs,92.5,9,2,10.0
712,__ribosome,0.75,9,2,10.0
713,proteinX,949.5,9,2,10.0
714,ATA_charged,83.0,10,2,10.0
715,ATA_uncharged,15.0,10,2,10.0
716,TTT_charged,0.5,10,2,10.0
717,TTT_uncharged,1.5,10,2,10.0
718,__proteinX_rbs,89.5,10,2,10.0
719,__ribosome,0.5,10,2,10.0
720,proteinX,861.0,10,2,10.0
721,ATA_charged,82.66666666666667,11,2,10.0
722,ATA_uncharged,15.333333333333334,11,2,10.0
723,TTT_charged,0.3333333333333333,11,2,10.0
724,TTT_uncharged,1.6666666666666667,11,2,10.0
725,__proteinX_rbs,92.33333333333333,11,2,10.0
726,__ribosome,1.3333333333333333,11,2,10.0
727,proteinX,777.0,11,2,10.0
728,ATA_charged,79.0,12,2,10.0
729,ATA_uncharged,19.0,12,2,10.0
730,TTT_charged,0.6666666666666666,12,2,10.0
731,TTT_uncharged,1.3333333333333333,12,2,10.0
732,__proteinX_rbs,91.0,12,2,10.0
733,__ribosome,1.6666666666666667,12,2,10.0
734,proteinX,711.3333333333334,12,2,10.0
735,ATA_charged,91.5,13,2,10.0
736,ATA_uncharged,6.5,13,2,10.0
737,TTT_charged,0.0,13,2,10.0
738,TTT_uncharged,2.0,13,2,10.0
739,__proteinX_rbs,95.0,13,2,10.0
740,__ribosome,0.5,13,2,10.0
741,proteinX,650.5,13,2,10.0
742,ATA_charged,88.25,14,2,10.0
743,ATA_uncharged,9.75,14,2,10.0
744,TTT_charged,0.0,14,2,10.0
745,TTT_uncharged,2.0,14,2,10.0
746,__proteinX_rbs,94.0,14,2,10.0
747,__ribosome,0.5,14,2,10.0
748,proteinX,596.25,14,2,10.0
749,ATA_charged,87.0,15,2,10.0
750,ATA_uncharged,11.0,15,2,10.0
751,TTT_charged,0.0,15,2,10.0
752,TTT_uncharged,2.0,15,2,10.0
753,__proteinX_rbs,94.0,15,2,10.0
754,__ribosome,1.0,15,2,10.0
755,proteinX,552.5,15,2,10.0
756,ATA_charged,88.0,16,2,10.0
757,ATA_uncharged,10.0,16,2,10.0
758,TTT_charged,0.0,16,2,10.0
759,TTT_uncharged,2.0,16,2,10.0
760,__proteinX_rbs,94.0,16,2,10.0
761,__ribosome,1.0,16,2,10.0
762,proteinX,509.0,16,2,10.0
763,ATA_charged,89.0,17,2,10.0
764,ATA_uncharged,9.0,17,2,10.0
765,TTT_charged,0.0,17,2,10.0
766,TTT_uncharged,2.0,17,2,10.0
767,__proteinX_rbs,93.0,17,2,10.0
768,__ribosome,1.0,17,2,10.0
769,proteinX,487.0,17,2,10.0
770,ATA_charged,88.0,18,2,10.0
771,ATA_uncharged,10.0,18,2,10.0
772,TTT_charged,0.0,18,2,10.0
773,TTT_uncharged,2.0,18,2,10.0
774,__proteinX_rbs,92.5,18,2,10.0
775,__ribosome,0.0,18,2,10.0
776,proteinX,453.0,18,2,10.0
777,ATA_charged,96.0,19,2,10.0
778,ATA_uncharged,2.0,19,2,10.0
779,TTT_charged,1.0,19,2,10.0
780,TTT_uncharged,1.0,19,2,10.0
781,__proteinX_rbs,98.0,19,2,10.0
782,__ribosome,0.0,19,2,10.0
783,proteinX,428.0,19,2,10.0
784,ATA_charged,93.0,20,2,10.0
785,ATA_uncharged,5.0,20,2,10.0
786,TTT_charged,0.0,20,2,10.0
787,TTT_uncharged,2.0,20,2,10.0
788,__proteinX_rbs,96.0,20,2,10.0
789,__ribosome,0.0,20,2,10.0
790,proteinX,415.0,20,2,10.0
791,ATA_charged,96.0,21,2,10.0
792,ATA_uncharged,2.0,21,2,10.0
793,TTT_charged,1.0,21,2,10.0
794,TTT_uncharged,1.0,21,2,10.0
795,__proteinX_rbs,97.0,21,2,10.0
796,__ribosome,1.0,21,2,10.0
797,proteinX,384.0,21,2,10.0
798,ATA_charged,91.0,22,2,10.0
799,ATA_uncharged,7.0,22,2,10.0
800,TTT_charged,0.0,22,2,10.0
801,TTT_uncharged,2.0,22,2,10.0
802,__proteinX_rbs,94.0,22,2,10.0
803,__ribosome,0.0,22,2,10.0
804,proteinX,358.0,22,2,10.0
805,ATA_charged,94.66666666666667,23,2,10.0
806,ATA_uncharged,3.3333333333333335,23,2,10.0
807,TTT_charged,0.0,23,2,10.0
808,TTT_uncharged,2.0,23,2,10.0
809,__proteinX_rbs,95.66666666666667,23,2,10.0
810,__ribosome,0.3333333333333333,23,2,10.0
811,proteinX,349.0,23,2,10.0
812,ATA_charged,92.33333333333333,24,2,10.0
813,ATA_uncharged,5.666666666666667,24,2,10.0
814,TTT_charged,0.0,24,2,10.0
815,TTT_uncharged,2.0,24,2,10.0
816,__proteinX_rbs,90.66666666666667,24,2,10.0
817,__ribosome,0.3333333333333333,24,2,10.0
818,proteinX,331.0,24,2,10.0
819,ATA_charged,95.0,25,2,10.0
820,ATA_uncharged,3.0,25,2,10.0
821,TTT_charged,0.0,25,2,10.0
822,TTT_uncharged,2.0,25,2,10.0
823,__proteinX_rbs,89.0,25,2,10.0
824,__ribosome,0.0,25,2,10.0
825,proteinX,248.0,25,2,10.0
826,ATA_charged,94.5,26,2,10.0
827,ATA_uncharged,3.5,26,2,10.0
828,TTT_charged,0.5,26,2,10.0
829,TTT_uncharged,1.5,26,2,10.0
830,__proteinX_rbs,93.0,26,2,10.0
831,__ribosome,0.0,26,2,10.0
832,proteinX,301.5,26,2,10.0
833,ATA_charged,96.0,27,2,10.0
834,ATA_uncharged,2.0,27,2,10.0
835,TTT_charged,0.0,27,2,10.0
836,TTT_uncharged,2.0,27,2,10.0
837,__proteinX_rbs,92.0,27,2,10.0
838,__ribosome,0.0,27,2,10.0
839,proteinX,283.0,27,2,10.0
840,ATA_charged,96.0,28,2,10.0
841,ATA_uncharged,2.0,28,2,10.0
842,TTT_charged,1.0,28,2,10.0
843,TTT_uncharged,1.0,28,2,10.0
844,__proteinX_rbs,94.0,28,2,10.0
845,__ribosome,0.0,28,2,10.0
846,proteinX,271.0,28,2,10.0
847,ATA_charged,94.0,30,2,10.0
848,ATA_uncharged,4.0,30,2,10.0
849,TTT_charged,0.0,30,2,10.0
850,TTT_uncharged,2.0,30,2,10.0
851,__proteinX_rbs,93.0,30,2,10.0
852,__ribosome,1.0,30,2,10.0
853,proteinX,259.0,30,2,10.0
854,ATA_charged,96.5,31,2,10.0
855,ATA_uncharged,1.5,31,2,10.0
856,TTT_charged,0.5,31,2,10.0
857,TTT_uncharged,1.5,31,2,10.0
858,__proteinX_rbs,92.0,31,2,10.0
859,__ribosome,0.5,31,2,10.0
860,proteinX,239.0,31,2,10.0
861,ATA_charged,95.25,32,2,10.0
862,ATA_uncharged,2.75,32,2,10.0
863,TTT_charged,0.0,32,2,10.0
864,TTT_uncharged,2.0,32,2,10.0
865,__proteinX_rbs,93.0,32,2,10.0
866,__ribosome,0.5,32,2,10.0
867,proteinX,231.75,32,2,10.0
868,ATA_charged,94.0,33,2,10.0
869,ATA_uncharged,4.0,33,2,10.0
870,TTT_charged,0.0,33,2,10.0
871,TTT_uncharged,2.0,33,2,10.0
872,__proteinX_rbs,96.0,33,2,10.0
873,__ribosome,0.0,33,2,10.0
874,proteinX,204.0,33,2,10.0
875,ATA_charged,86.0,34,2,10.0
876,ATA_uncharged,12.0,34,2,10.0
877,TTT_charged,0.0,34,2,10.0
878,TTT_uncharged,2.0,34,2,10.0
879,__proteinX_rbs,92.0,34,2,10.0
880,__ribosome,0.0,34,2,10.0
881,proteinX,209.0,34,2,10.0
882,ATA_charged,95.5,35,2,10.0
883,ATA_uncharged,2.5,35,2,10.0
884,TTT_charged,0.0,35,2,10.0
885,TTT_uncharged,2.0,35,2,10.0
886,__proteinX_rbs,97.0,35,2,10.0
887,__ribosome,0.0,35,2,10.0
888,proteinX,205.0,35,2,10.0
889,ATA_charged,95.0,36,2,10.0
890,ATA_uncharged,3.0,36,2,10.0
891,TTT_charged,0.0,36,2,10.0
892,TTT_uncharged,2.0,36,2,10.0
893,__proteinX_rbs,96.0,36,2,10.0
894,__ribosome,0.0,36,2,10.0
895,proteinX,206.0,36,2,10.0
896,ATA_charged,98.0,37,2,10.0
897,ATA_uncharged,0.0,37,2,10.0
898,TTT_charged,0.0,37,2,10.0
899,TTT_uncharged,2.0,37,2,10.0
900,__proteinX_rbs,99.0,37,2,10.0
901,__ribosome,0.0,37,2,10.0
902,proteinX,194.0,37,2,10.0
903,ATA_charged,94.0,38,2,10.0
904,ATA_uncharged,4.0,38,2,10.0
905,TTT_charged,1.0,38,2,10.0
906,TTT_uncharged,1.0,38,2,10.0
907,__proteinX_rbs,96.0,38,2,10.0
908,__ribosome,0.0,38,2,10.0
909,proteinX,197.0,38,2,10.0
910,ATA_charged,94.0,39,2,10.0
911,ATA_uncharged,4.0,39,2,10.0
912,TTT_charged,0.0,39,2,10.0
913,TTT_uncharged,2.0,39,2,10.0
914,__proteinX_rbs,97.0,39,2,10.0
915,__ribosome,0.0,39,2,10.0
916,proteinX,191.0,39,2,10.0
917,ATA_charged,96.0,40,2,10.0
918,ATA_uncharged,2.0,40,2,10.0
919,TTT_charged,0.0,40,2,10.0
920,TTT_uncharged,2.0,40,2,10.0
921,__proteinX_rbs,95.0,40,2,10.0
922,__ribosome,0.0,40,2,10.0
923,proteinX,185.0,40,2,10.0
924,ATA_charged,90.5,41,2,10.0
925,ATA_uncharged,7.5,41,2,10.0
926,TTT_charged,0.0,41,2,10.0
927,TTT_uncharged,2.0,41,2,10.0
928,__proteinX_rbs,96.0,41,2,10.0
929,__ribosome,0.0,41,2,10.0
930,proteinX,179.0,41,2,10.0
931,ATA_charged,96.0,44,2,10.0
932,ATA_uncharged,2.0,44,2,10.0
933,TTT_charged,0.0,44,2,10.0
934,TTT_uncharged,2.0,44,2,10.0
935,__proteinX_rbs,92.0,44,2,10.0
936,__ribosome,0.0,44,2,10.0
937,proteinX,122.0,44,2,10.0
938,ATA_charged,95.0,45,2,10.0
939,ATA_uncharged,3.0,45,2,10.0
940,TTT_charged,0.0,45,2,10.0
941,TTT_uncharged,2.0,45,2,10.0
942,__proteinX_rbs,85.0,45,2,10.0
943,__ribosome,1.0,45,2,10.0
944,proteinX,151.0,45,2,10.0
945,ATA_charged,97.0,46,2,10.0
946,ATA_uncharged,1.0,46,2,10.0
947,TTT_charged,1.0,46,2,10.0
948,TTT_uncharged,1.0,46,2,10.0
949,__proteinX_rbs,99.0,46,2,10.0
950,__ribosome,0.0,46,2,10.0
951,proteinX,103.0,46,2,10.0
952,ATA_charged,95.0,47,2,10.0
953,ATA_uncharged,3.0,47,2,10.0
954,TTT_charged,1.0,47,2,10.0
955,TTT_uncharged,1.0,47,2,10.0
956,__proteinX_rbs,99.0,47,2,10.0
957,__ribosome,0.0,47,2,10.0
958,proteinX,104.0,47,2,10.0
959,ATA_charged,94.0,48,2,10.0
960,ATA_uncharged,4.0,48,2,10.0
961,TTT_charged,0.0,48,2,10.0
962,TTT_uncharged,2.0,48,2,10.0
963,__proteinX_rbs,90.0,48,2,10.0
964,__ribosome,0.0,48,2,10.0
965,proteinX,126.0,48,2,10.0
966,ATA_charged,97.0,49,2,10.0
967,ATA_uncharged,1.0,49,2,10.0
968,TTT_charged,0.0,49,2,10.0
969,TTT_uncharged,2.0,49,2,10.0
970,__proteinX_rbs,85.0,49,2,10.0
971,__ribosome,0.0,49,2,10.0
972,proteinX,126.0,49,2,10.0
973,ATA_charged,97.0,50,2,10.0
974,ATA_uncharged,1.0,50,2,10.0
975,TTT_charged,0.0,50,2,10.0
976,TTT_uncharged,2.0,50,2,10.0
977,__proteinX_rbs,96.0,50,2,10.0
978,__ribosome,0.0,50,2,10.0
979,proteinX,107.0,50,2,10.0
980,ATA_charged,97.0,51,2,10.0
981,ATA_uncharged,1.0,51,2,10.0
982,TTT_charged,0.0,51,2,10.0
983,TTT_uncharged,2.0,51,2,10.0
984,__proteinX_rbs,98.0,51,2,10.0
985,__ribosome,0.0,51,2,10.0
986,proteinX,97.0,51,2,10.0
987,ATA_charged,98.0,52,2,10.0
988,ATA_uncharged,0.0,52,2,10.0
989,TTT_charged,0.0,52,2,10.0
990,TTT_uncharged,2.0,52,2,10.0
991,__proteinX_rbs,100.0,52,2,10.0
992,__ribosome,1.0,52,2,10.0
993,proteinX,101.0,52,2,10.0
994,ATA_charged,97.0,53,2,10.0
995,ATA_uncharged,1.0,53,2,10.0
996,TTT_charged,0.0,53,2,10.0
997,TTT_uncharged,2.0,53,2,10.0
998,__proteinX_rbs,98.0,53,2,10.0
999,__ribosome,0.0,53,2,10.0
1000,proteinX,100.0,53,2,10.0
1001,ATA_charged,98.0,54,2,10.0
1002,ATA_uncharged,0.0,54,2,10.0
1003,TTT_charged,0.0,54,2,10.0
1004,TTT_uncharged,2.0,54,2,10.0
1005,__proteinX_rbs,98.0,54,2,10.0
1006,__ribosome,0.0,54,2,10.0
1007,proteinX,104.0,54,2,10.0
1008,ATA_charged,97.0,55,2,10.0
1009,ATA_uncharged,1.0,55,2,10.0
1010,TTT_charged,0.0,55,2,10.0
1011,TTT_uncharged,2.0,55,2,10.0
1012,__proteinX_rbs,99.0,55,2,10.0
1013,__ribosome,0.0,55,2,10.0
1014,proteinX,101.0,55,2,10.0
1015,ATA_charged,98.0,56,2,10.0
1016,ATA_uncharged,0.0,56,2,10.0
1017,TTT_charged,0.0,56,2,10.0
1018,TTT_uncharged,2.0,56,2,10.0
1019,__proteinX_rbs,99.0,56,2,10.0
1020,__ribosome,0.0,56,2,10.0
1021,proteinX,100.0,56,2,10.0
1022,ATA_charged,98.0,59,2,10.0
1023,ATA_uncharged,0.0,59,2,10.0
1024,TTT_charged,0.0,59,2,10.0
1025,TTT_uncharged,2.0,59,2,10.0
1026,__proteinX_rbs,99.0,59,2,10.0
1027,__ribosome,0.0,59,2,10.0
1028,proteinX,101.0,59,2,10.0
1029,ATA_charged,93.0,60,2,10.0
1030,ATA_uncharged,5.0,60,2,10.0
1031,TTT_charged,0.0,60,2,10.0
1032,TTT_uncharged,2.0,60,2,10.0
1033,__proteinX_rbs,99.0,60,2,10.0
1034,__ribosome,0.0,60,2,10.0
1035,proteinX,99.0,60,2,10.0
1036,ATA_charged,94.0,61,2,10.0
1037,ATA_uncharged,4.0,61,2,10.0
1038,TTT_charged,0.0,61,2,10.0
1039,TTT_uncharged,2.0,61,2,10.0
1040,__proteinX_rbs,100.0,61,2,10.0
1041,__ribosome,0.0,61,2,10.0
1042,proteinX,100.0,61,2,10.0
1043,ATA_charged,88.0,62,2,10.0
1044,ATA_uncharged,10.0,62,2,10.0
1045,TTT_charged,1.0,62,2,10.0
1046,TTT_uncharged,1.0,62,2,10.0
1047,__proteinX_rbs,91.0,62,2,10.0
1048,__ribosome,0.0,62,2,10.0
1049,proteinX,78.0,62,2,10.0
1050,ATA_charged,95.0,63,2,10.0
1051,ATA_uncharged,3.0,63,2,10.0
1052,TTT_charged,1.0,63,2,10.0
1053,TTT_uncharged,1.0,63,2,10.0
1054,__proteinX_rbs,100.0,63,2,10.0
1055,__ribosome,0.0,63,2,10.0
1056,proteinX,100.0,63,2,10.0
1057,ATA_charged,96.0,64,2,10.0
1058,ATA_uncharged,2.0,64,2,10.0
1059,TTT_charged,0.0,64,2,10.0
1060,TTT_uncharged,2.0,64,2,10.0
1061,__proteinX_rbs,100.0,64,2,10.0
1062,__ribosome,0.0,64,2,10.0
1063,proteinX,100.0,64,2,10.0
1064,ATA_charged,96.0,65,2,10.0
1065,ATA_uncharged,2.0,65,2,10.0
1066,TTT_charged,0.0,65,2,10.0
1067,TTT_uncharged,2.0,65,2,10.0
1068,__proteinX_rbs,98.0,65,2,10.0
1069,__ribosome,0.0,65,2,10.0
1070,proteinX,99.0,65,2,10.0
1071,ATA_charged,98.0,66,2,10.0
1072,ATA_uncharged,0.0,66,2,10.0
1073,TTT_charged,1.0,66,2,10.0
1074,TTT_uncharged,1.0,66,2,10.0
1075,__proteinX_rbs,99.0,66,2,10.0
1076,__ribosome,0.0,66,2,10.0
1077,proteinX,100.0,66,2,10.0
1078,ATA_charged,98.0,67,2,10.0
1079,ATA_uncharged,0.0,67,2,10.0
1080,TTT_charged,0.0,67,2,10.0
1081,TTT_uncharged,2.0,67,2,10.0
1082,__proteinX_rbs,94.0,67,2,10.0
1083,__ribosome,0.0,67,2,10.0
1084,proteinX,91.0,67,2,10.0
1085,ATA_charged,97.0,68,2,10.0
1086,ATA_uncharged,1.0,68,2,10.0
1087,TTT_charged,1.0,68,2,10.0
1088,TTT_uncharged,1.0,68,2,10.0
1089,__proteinX_rbs,99.0,68,2,10.0
1090,__ribosome,0.0,68,2,10.0
1091,proteinX,100.0,68,2,10.0
1092,ATA_charged,97.0,69,2,10.0
1093,ATA_uncharged,1.0,69,2,10.0
1094,TTT_charged,1.0,69,2,10.0
1095,TTT_uncharged,1.0,69,2,10.0
1096,__proteinX_rbs,100.0,69,2,10.0
1097,__ribosome,0.0,69,2,10.0
1098,proteinX,99.0,69,2,10.0
1099,ATA_charged,95.0,70,2,10.0
1100,ATA_uncharged,3.0,70,2,10.0
1101,TTT_charged,0.0,70,2,10.0
1102,TTT_uncharged,2.0,70,2,10.0
1103,__proteinX_rbs,99.0,70,2,10.0
1104,__ribosome,0.0,70,2,10.0
1105,proteinX,98.0,70,2,10.0
1106,ATA_charged,95.0,72,2,10.0
1107,ATA_uncharged,3.0,72,2,10.0
1108,TTT_charged,0.0,72,2,10.0
1109,TTT_uncharged,2.0,72,2,10.0
1110,__proteinX_rbs,100.0,72,2,10.0
1111,__ribosome,0.0,72,2,10.0
1112,proteinX,98.0,72,2,10.0
1113,ATA_charged,96.0,73,2,10.0
1114,ATA_uncharged,2.0,73,2,10.0
1115,TTT_charged,0.0,73,2,10.0
1116,TTT_uncharged,2.0,73,2,10.0
1117,__proteinX_rbs,96.0,73,2,10.0
1118,__ribosome,0.0,73,2,10.0
1119,proteinX,98.0,73,2,10.0
1120,ATA_charged,97.0,74,2,10.0
1121,ATA_uncharged,1.0,74,2,10.0
1122,TTT_charged,0.0,74,2,10.0
1123,TTT_uncharged,2.0,74,2,10.0
1124,__proteinX_rbs,84.0,74,2,10.0
1125,__ribosome,1.0,74,2,10.0
1126,proteinX,96.0,74,2,10.0
1127,ATA_charged,97.0,75,2,10.0
1128,ATA_uncharged,1.0,75,2,10.0
1129,TTT_charged,0.0,75,2,10.0
1130,TTT_uncharged,2.0,75,2,10.0
1131,__proteinX_rbs,81.0,75,2,10.0
1132,__ribosome,0.0,75,2,10.0
1133,proteinX,63.0,75,2,10.0
1134,ATA_charged,98.0,76,2,10.0
1135,ATA_uncharged,0.0,76,2,10.0
1136,TTT_charged,0.0,76,2,10.0
1137,TTT_uncharged,2.0,76,2,10.0
1138,__proteinX_rbs,83.0,76,2,10.0
1139,__ribosome,0.0,76,2,10.0
1140,proteinX,53.0,76,2,10.0
1141,ATA_charged,97.0,77,2,10.0
1142,ATA_uncharged,1.0,77,2,10.0
1143,TTT_charged,1.0,77,2,10.0
1144,TTT_uncharged,1.0,77,2,10.0
1145,__proteinX_rbs,88.0,77,2,10.0
1146,__ribosome,0.0,77,2,10.0
1147,proteinX,45.0,77,2,10.0
1148,ATA_charged,98.0,78,2,10.0
1149,ATA_uncharged,0.0,78,2,10.0
1150,TTT_charged,1.0,78,2,10.0
1151,TTT_uncharged,1.0,78,2,10.0
1152,__proteinX_rbs,83.0,78,2,10.0
1153,__ribosome,1.0,78,2,10.0
1154,proteinX,77.0,78,2,10.0
1155,ATA_charged,98.0,79,2,10.0
1156,ATA_uncharged,0.0,79,2,10.0
1157,TTT_charged,0.0,79,2,10.0
1158,TTT_uncharged,2.0,79,2,10.0
1159,__proteinX_rbs,89.0,79,2,10.0
1160,__ribosome,0.0,79,2,10.0
1161,proteinX,90.0,79,2,10.0
1162,ATA_charged,98.0,80,2,10.0
1163,ATA_uncharged,0.0,80,2,10.0
1164,TTT_charged,1.0,80,2,10.0
1165,TTT_uncharged,1.0,80,2,10.0
1166,__proteinX_rbs,87.0,80,2,10.0
1167,__ribosome,0.0,80,2,10.0
1168,proteinX,69.0,80,2,10.0
1169,ATA_charged,96.0,81,2,10.0
1170,ATA_uncharged,2.0,81,2,10.0
1171,TTT_charged,1.0,81,2,10.0
1172,TTT_uncharged,1.0,81,2,10.0
1173,__proteinX_rbs,90.0,81,2,10.0
1174,__ribosome,0.0,81,2,10.0
1175,proteinX,80.0,81,2,10.0
1176,ATA_charged,96.0,82,2,10.0
1177,ATA_uncharged,2.0,82,2,10.0
1178,TTT_charged,0.0,82,2,10.0
1179,TTT_uncharged,2.0,82,2,10.0
1180,__proteinX_rbs,83.0,82,2,10.0
1181,__ribosome,0.0,82,2,10.0
1182,proteinX,86.0,82,2,10.0
1183,ATA_charged,98.0,83,2,10.0
1184,ATA_uncharged,0.0,83,2,10.0
1185,TTT_charged,0.0,83,2,10.0
1186,TTT_uncharged,2.0,83,2,10.0
1187,__proteinX_rbs,81.0,83,2,10.0
1188,__ribosome,0.0,83,2,10.0
1189,proteinX,76.0,83,2,10.0
1190,ATA_charged,98.0,84,2,10.0
1191,ATA_uncharged,0.0,84,2,10.0
1192,TTT_charged,0.0,84,2,10.0
1193,TTT_uncharged,2.0,84,2,10.0
1194,__proteinX_rbs,82.0,84,2,10.0
1195,__ribosome,2.0,84,2,10.0
1196,proteinX,78.0,84,2,10.0
1197,ATA_charged,97.0,85,2,10.0
1198,ATA_uncharged,1.0,85,2,10.0
1199,TTT_charged,0.0,85,2,10.0
1200,TTT_uncharged,2.0,85,2,10.0
1201,__proteinX_rbs,82.0,85,2,10.0
1202,__ribosome,1.0,85,2,10.0
1203,proteinX,51.0,85,2,10.0
1204,ATA_charged,98.0,86,2,10.0
1205,ATA_uncharged,0.0,86,2,10.0
1206,TTT_charged,1.0,86,2,10.0
1207,TTT_uncharged,1.0,86,2,10.0
1208,__proteinX_rbs,75.0,86,2,10.0
1209,__ribosome,0.0,86,2,10.0
1210,proteinX,75.0,86,2,10.0
1211,ATA_charged,98.0,87,2,10.0
1212,ATA_uncharged,0.0,87,2,10.0
1213,TTT_charged,1.0,87,2,10.0
1214,TTT_uncharged,1.0,87,2,10.0
1215,__proteinX_rbs,94.0,87,2,10.0
1216,__ribosome,0.0,87,2,10.0
1217,proteinX,7.0,87,2,10.0
1218,ATA_charged,98.0,88,2,10.0
1219,ATA_uncharged,0.0,88,2,10.0
1220,TTT_charged,1.0,88,2,10.0
1221,TTT_uncharged,1.0,88,2,10.0
1222,__proteinX_rbs,100.0,88,2,10.0
1223,__ribosome,0.0,88,2,10.0
1224,proteinX,0.0,88,2,10.0
1225,ATA_charged,98.0,89,2,10.0
1226,ATA_uncharged,0.0,89,2,10.0
1227,TTT_charged,1.0,89,2,10.0
1228,TTT_uncharged,1.0,89,2,10.0
1229,__proteinX_rbs,99.0,89,2,10.0
1230,__ribosome,0.0,89,2,10.0
1231,proteinX,1.0,89,2,10.0
1232,ATA_charged,97.0,90,2,10.0
1233,ATA_uncharged,1.0,90,2,10.0
1234,TTT_charged,1.0,90,2,10.0
1235,TTT_uncharged,1.0,90,2,10.0
1236,__proteinX_rbs,100.0,90,2,10.0
1237,__ribosome,0.0,90,2,10.0
1238,proteinX,0.0,90,2,10.0
1239,ATA_charged,98.0,91,2,10.0
1240,ATA_uncharged,0.0,91,2,10.0
1241,TTT_charged,1.0,91,2,10.0
1242,TTT_uncharged,1.0,91,2,10.0
1243,__proteinX_rbs,78.0,91,2,10.0
1244,__ribosome,0.0,91,2,10.0
1245,proteinX,57.0,91,2,10.0
1246,ATA_charged,98.0,92,2,10.0
1247,ATA_uncharged,0.0,92,2,10.0
1248,TTT_charged,1.0,92,2,10.0
1249,TTT_uncharged,1.0,92,2,10.0
1250,__proteinX_rbs,100.0,92,2,10.0
1251,__ribosome,0.0,92,2,10.0
1252,proteinX,0.0,92,2,10.0
1253,ATA_charged,98.0,93,2,10.0
1254,ATA_uncharged,0.0,93,2,10.0
1255,TTT_charged,1.0,93,2,10.0
1256,TTT_uncharged,1.0,93,2,10.0
1257,__proteinX_rbs,100.0,93,2,10.0
1258,__ribosome,0.0,93,2,10.0
1259,proteinX,0.0,93,2,10.0
1260,ATA_charged,98.0,94,2,10.0
1261,ATA_uncharged,0.0,94,2,10.0
1262,TTT_charged,0.0,94,2,10.0
